Geneid,<2C (LG1),G1,S,G2M,>4C (GG2M),desc,class,selected
Tb927.10.16210,605.2631578947368,312.5,322.3684210526316,177.63157894736838,135.96491228070178,hypothetical protein  conserved (pseudogene),<2C (LG1),0
Tb927.10.16220,0.0,42.07920792079208,26.608910891089106,29.7029702970297,24.75247524752475,Variant Surface Glycoprotein  putative,G1,0
Tb927.10.16230,8.879781420765028,119.53551912568308,81.96721311475409,88.79781420765028,77.18579234972678,Variant Surface Glycoprotein  putative,G1,0
Tb927.10.16240,349.76172560822675,471.9087032856784,433.0323551542513,271.25658389766744,268.8738399799348,Variant Surface Glycoprotein  putative,G1,0
Tb927.10.16250,3.115264797507788,353.2710280373832,312.14953271028037,241.12149532710282,370.09345794392516,variant surface glycoprotein (VSG  pseudogene)  putative,>4C (GG2M),0
Tb927.10.16260,0.0,142.68142681426815,118.08118081180812,84.87084870848709,39.36039360393604,variant surface glycoprotein (VSG  pseudogene)  putative,G1,0
Tb927.10.16270,6.211180124223603,1113.871635610766,708.0745341614908,602.4844720496894,826.0869565217392,variant surface glycoprotein  fragment,G1,0
Tb927.10.16280,266.30103595368684,229.1285801340646,172.4558196221816,176.72151127361366,347.34917733089577,variant surface glycoprotein (VSG  pseudogene)  putative,>4C (GG2M),0
Tb927.10.16290,553.6480686695279,438.483547925608,341.9170243204578,391.9885550786839,247.49642346208873,variant surface glycoprotein (VSG  pseudogene)  putative,<2C (LG1),0
Tb927.10.16110,83.00704776820675,436.1785434612373,270.9475332811277,216.13155833985905,341.425215348473,component of motile flagella 1,G1,0
Tb927_10_v4.snoRNA.0034:snoRNA,1562.5,15.625,46.875,78.125,0.0,term,<2C (LG1),0
Tb927_10_v4.snoRNA.0070:snoRNA,450.4504504504504,234.23423423423424,144.14414414414415,297.29729729729735,99.09909909909908,term,<2C (LG1),0
Tb927_10_v4.snoRNA.0078:snoRNA,621.2121212121211,454.5454545454545,272.7272727272727,257.5757575757576,45.45454545454545,term,<2C (LG1),0
Tb10.NT.169,0.0,33.033033033033036,15.015015015015015,30.03003003003003,39.03903903903904,Noncoding RNA  putative,>4C (GG2M),0
Tb927.10.15260,0.4382120946538125,17.090271691498685,33.74233128834356,45.13584574934268,342.2436459246275,leucine-rich repeat protein (LRRP)  putative,>4C (GG2M),0
Tb927.10.15270,965.5737704918033,829.5081967213115,622.1311475409836,499.1803278688525,628.688524590164,metallo- peptidase  Clan MG  Family M24,<2C (LG1),0
Tb927.10.15280,124.61281868000951,157.7317131284251,150.10721944245893,109.3638313080772,307.838932570884,Domain of Unknown Function (DUF1042)  putative,>4C (GG2M),0
Tb927.10.15290,495.76744928925086,498.9618271841559,347.38859607091524,325.66682638556136,361.7632965979876,tubulin binding cofactor c  putative,G1,0
Tb927.10.15300,272.25060500134447,306.39956977682175,258.13390696423767,169.53482118849155,109.70691045980101,Calcium/calmodulin-dependent protein kinase kinase  putative,G1,0
Tb927.10.15310,172.49035877059714,149.35140820380977,99.45074208250556,96.64602080168281,56.445015776557206,hypothetical protein  conserved,<2C (LG1),0
Tb927.10.15320,72.30046948356808,402.8169014084508,279.81220657277,224.41314553990608,91.07981220657277,hypothetical protein  conserved,G1,0
Tb927.10.15250,0.34674063800277394,13.17614424410541,11.095700416088764,26.00554785020805,146.6712898751734,paraflagellar rod component  putative,>4C (GG2M),0
Tb927.10.15330,17.50663129973475,168.16976127320956,142.1750663129974,143.76657824933687,149.60212201591509,CYTH domain containing protein  putative,G1,0
Tb927.10.15350,15.554349792005787,88.44275637547476,38.70500994754929,62.39826370048835,56.79146319406765,histone H3 variant V,G1,0
Tb927.10.15360,177.34724292101342,384.9975161450572,327.04090081139265,256.1682397747972,403.54363305182983,hypothetical protein  conserved,>4C (GG2M),0
Tb927.10.15370,0.0,215.9318637274549,121.74348697394791,73.64729458917836,81.1623246492986,DNA-directed RNA polymerases I and III subunit RPAC1  putative,G1,0
Tb927.10.15380,13.651877133105804,151.02389078498294,110.06825938566556,58.02047781569966,125.42662116040957,U3 snoRNA-associated protein UTP11  putative,G1,0
Tb927.10.15390,527.7203856749311,277.5482093663912,199.03581267217632,165.28925619834712,170.6267217630854,Flagellum attachment zone protein 7,<2C (LG1),0
Tb927.10.15400,506.5764023210832,449.90328820116054,378.14313346228244,339.2649903288201,228.62669245647967,kinesin  putative,<2C (LG1),0
Tb927.10.15410,662.4087591240875,331.6605839416058,245.8941605839416,182.4817518248175,174.72627737226276,glycosomal malate dehydrogenase,<2C (LG1),0
Tb927.10.15420,1115.076474872542,784.4136926438457,685.360524399126,332.8477785870357,463.94756008739984,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5  putative,<2C (LG1),0
Tb927.10.15340,0.8123476848090982,90.1705930138099,60.11372867587327,69.86190089358244,91.7952883834281,hypothetical protein,>4C (GG2M),0
Tb927.10.15240,174.12398921832886,325.06738544474393,319.6765498652291,246.09164420485172,235.04043126684638,hypothetical protein  conserved,G1,0
Tb927.10.15230,70.51712558764271,526.5278710543989,259.23438549361987,312.96171927468095,279.38213566151785,hypothetical protein  conserved,G1,0
Tb927.10.15220,331.0679611650485,705.8252427184467,507.7669902912621,306.7961165048544,404.8543689320388,hypothetical protein  conserved,G1,0
Tb927.10.15010,1090.307043949428,1088.5009030704396,918.1216134858521,685.1294400963275,506.9235400361228,lipoic acid synthetase  mitochondrial precursor  putative,<2C (LG1),0
Tb10.NT.166,0.0,240.4580152671756,103.0534351145038,72.51908396946564,61.06870229007633,Noncoding RNA  putative,G1,0
Tb927.10.15020,282.29273285568064,396.92937563971344,277.1750255885364,224.76970317297847,188.94575230296834,CMGC/DYRK protein kinase  putative,G1,0
Tb927.10.15033,0.0,53.61930294906166,58.98123324396783,83.10991957104558,33.51206434316354,hypothetical protein,G2M,0
Tb927.10.15040,22.655426765015807,221.988057604496,160.1685985247629,136.63505444327362,175.97471022128556,hypothetical protein  conserved,G1,0
Tb927.10.15090,5.54016620498615,254.8476454293629,255.77100646352727,192.05909510618653,77.56232686980609,hypothetical protein  conserved,S,0
Tb927.10.15100,6.375227686703097,30.96539162112932,33.697632058287795,50.09107468123862,20.036429872495447,hypothetical protein  conserved,G2M,0
Tb927.10.15110,2.680965147453083,16.0857908847185,13.404825737265416,37.53351206434317,32.171581769437,hypothetical protein  conserved,G2M,0
Tb927.10.15120,0.0,201.7094017094017,133.33333333333334,85.4700854700855,193.1623931623932,40S ribosomal protein S13  putative,G1,0
Tb10.NT.168,5.405405405405406,259.4594594594595,145.94594594594594,129.72972972972974,86.4864864864865,Noncoding RNA  putative,G1,0
Tb927.10.15130,1023.8473767885533,1136.724960254372,872.0190779014308,636.724960254372,772.6550079491255,Vesicle-trafficking protein SEC22  putative,G1,0
Tb927.10.15140,0.0,304.2362002567394,318.35686777920415,225.9306803594352,555.8408215661104,hypothetical protein  conserved,>4C (GG2M),0
Tb927.10.15150,1946.7680608365015,693.2826362484157,484.15716096324456,371.35614702154624,1057.0342205323193,DNA-directed RNA polymerase III subunit C11  putative,<2C (LG1),0
Tb927.10.15160,550.8650519031141,1107.6124567474048,809.3425605536332,655.7093425605536,455.36332179930787,hypothetical protein  conserved,G1,0
Tb927.10.15170,70.84468664850138,625.794732061762,368.7556766575841,346.0490463215259,272.93369663941866,hypothetical protein  conserved,G1,0
Tb927.10.15180,4.038364462392732,552.246340232206,519.9394245330641,415.95153962645134,384.14941948510847,nucleosome assembly protein  putative,G1,0
Tb927.10.15190,7.572570466975178,747.1602860748843,612.1161127471603,665.1241060159866,732.015145140934,Basal body protein,G1,0
Tb927.10.15200,29.143897996357012,1037.3406193078324,913.4790528233153,554.6448087431694,817.8506375227686,Predicted coiled-coil domain-containing protein (DUF2360)  putative,G1,0
Tb927.10.15210,0.0,955.0949913644217,729.706390328152,700.3454231433507,616.5803108808292,nuclear cap binding complex subunit CBP30,G1,0
Tb927.10.15430,1107.2222222222224,598.8888888888888,398.88888888888886,340.0,398.88888888888886,Ankyrin repeats (3 copies)  putative,<2C (LG1),0
Tb927.10.15440,83.24265505984766,594.1240478781284,579.9782372143634,462.4591947769314,486.94232861806313,hypothetical protein  conserved,G1,0
Tb927.10.15450,2272.89603960396,1469.678217821782,1262.3762376237626,1022.2772277227722,2263.6138613861385,hypothetical protein  conserved,<2C (LG1),0
Tb927.10.15460,0.0,394.124847001224,304.77356181150554,175.03059975520196,127.90697674418604,EAP30/Vps36 family  putative,G1,0
Tb927.10.15720,82.75543226999538,407.76699029126223,453.5367545076284,460.00924641701346,437.35552473416567,proteasome regulatory non-ATP-ase subunit 9,G2M,0
Tb927.10.15730,1929.2399850243357,628.6971171845751,489.6106327218271,448.2403594159491,426.4320479221265,SPRY domain/Ankyrin repeats (3 copies)  putative,<2C (LG1),0
Tb927_10_v4.snoRNA.0074:snoRNA,28.57142857142857,95.23809523809523,47.61904761904761,76.19047619047619,19.047619047619047,term,G1,0
Tb927_10_v4.snoRNA.0065:snoRNA,146.34146341463415,207.3170731707317,48.78048780487804,121.95121951219512,134.1463414634146,term,G1,0
Tb927_10_v4.snoRNA.0005:snoRNA,70.7070707070707,151.5151515151515,131.3131313131313,70.7070707070707,60.6060606060606,term,G1,0
Tb927_10_v4.snoRNA.0079:snoRNA,0.0,75.75757575757575,60.6060606060606,15.15151515151515,30.3030303030303,term,G1,0
Tb927_10_v4.snoRNA.0068:snoRNA,450.4504504504504,135.13513513513513,72.07207207207206,63.06306306306306,198.19819819819816,term,<2C (LG1),0
Tb927_10_v4.snoRNA.0032:snoRNA,421.875,15.625,0.0,15.625,15.625,term,<2C (LG1),0
Tb927_10_v4.snoRNA.0011:snoRNA,1455.4455445544556,1287.128712871287,495.049504950495,396.039603960396,524.7524752475247,term,<2C (LG1),0
Tb927_10_v4.snoRNA.0075:snoRNA,1095.2380952380952,352.38095238095235,219.0476190476191,323.8095238095238,400.0,term,<2C (LG1),0
Tb927_10_v4.snoRNA.0066:snoRNA,1158.5365853658534,121.95121951219512,146.34146341463415,243.90243902439025,280.48780487804885,term,<2C (LG1),0
Tb927_10_v4.snoRNA.0006:snoRNA,80.8080808080808,101.010101010101,181.8181818181818,131.3131313131313,50.5050505050505,term,S,0
Tb927_10_v4.snoRNA.0080:snoRNA,30.3030303030303,30.3030303030303,60.6060606060606,0.0,30.3030303030303,term,S,0
Tb927_10_v4.snoRNA.0069:snoRNA,396.3963963963964,45.04504504504504,99.09909909909908,90.09009009009009,126.12612612612612,term,<2C (LG1),0
Tb927_10_v4.snoRNA.0033:snoRNA,468.75,15.625,31.25,78.125,31.25,term,<2C (LG1),0
Tb927_10_v4.snoRNA.0012:snoRNA,1663.3663366336634,1099.0099009900991,613.8613861386139,366.33663366336634,495.049504950495,term,<2C (LG1),0
Tb927_10_v4.snoRNA.0076:snoRNA,828.5714285714287,457.1428571428572,228.57142857142856,342.8571428571429,352.38095238095235,term,<2C (LG1),0
Tb927_10_v4.snoRNA.0064:snoRNA,670.7317073170733,756.0975609756098,317.0731707317073,585.3658536585366,292.6829268292683,term,G1,0
Tb927_10_v4.snoRNA.0007:snoRNA,151.5151515151515,141.4141414141414,171.71717171717168,80.8080808080808,40.4040404040404,term,S,0
Tb927.10.15710,422.0045214770158,222.30595327807083,165.03391107761868,128.10851544837982,59.532780708364726,mitochondrial carrier protein,<2C (LG1),0
Tb927.10.16520,733.974358974359,379.8076923076923,170.6730769230769,173.0769230769231,130.60897435897436,variant surface glycoprotein (VSG  pseudogene)  putative,<2C (LG1),0
Tb927.10.15700,539.6446312571646,480.41650745128015,362.9155521589606,326.5189147879251,450.4203286205579,hypothetical protein  conserved,<2C (LG1),0
Tb927.10.15680,1212.5836680053549,372.958500669344,323.56091030789827,299.46452476572966,444.57831325301214,hypothetical protein  conserved,<2C (LG1),0
Tb927.10.15470,7.184846505551929,314.17374265186163,252.77596342259963,133.2462442847812,280.86218158066623,hypothetical protein  conserved,G1,0
Tb927.10.15480,550.561797752809,384.1626538255752,375.60192616372393,307.1161048689138,407.16960941680037,transporter  putative,<2C (LG1),0
Tb927.10.15490,1575.7900374933047,962.5066952329943,793.251205141939,746.6523835029459,721.4783074450992,GDP-mannose 4 6 dehydratase,<2C (LG1),0
Tb927.10.15500,1053.1914893617022,642.2872340425532,287.2340425531915,376.3297872340426,492.0212765957448,SNARE protein  putative,<2C (LG1),0
Tb927.10.15510,193.09262166405026,441.9152276295133,514.1287284144427,285.7142857142857,153.84615384615384,hypothetical protein  conserved,S,0
Tb927.10.15520,643.6413540713633,878.3165599268069,611.619396157365,531.1070448307411,519.213174748399,signal recognition particle protein  putative,G1,0
gene_Tb427.BES40.21,5.873715124816446,9.544787077826724,5.873715124816446,6.607929515418503,2.202643171806167,none,G1,0
Tb927.10.15540,940.9422694094228,890.5109489051096,843.3974784339748,745.8526874585269,557.398805573988,predicted VPS53-like domain protein,<2C (LG1),0
Tb927.10.15550,456.99786324786317,739.8504273504273,437.76709401709394,515.491452991453,464.2094017094017,hypothetical protein  conserved,G1,0
Tb927.10.15570,196.26168224299067,289.20041536863965,308.41121495327104,217.54932502596054,269.9896157840083,transcription factor IIa  putative,S,0
Tb927.10.15580,1.1415525114155252,128.99543378995435,43.378995433789946,94.7488584474886,36.52968036529681,dynein light chain  putative,G1,0
Tb927.10.15590,0.0,500.46685340802986,306.25583566760037,207.28291316526608,332.39962651727365,macrophage infectivity potentiator  precursor  putative,G1,0
Tb927.10.15600,2289.651586063443,666.6666666666666,575.1430057202288,417.0566822672906,381.6952678107125,FKBP-type peptidylprolyl cis-trans isomerase  putative,<2C (LG1),0
Tb927.10.15610,106.98198198198195,546.5465465465467,489.48948948948953,387.3873873873874,210.5855855855856,zinc finger protein  putative,G1,0
Tb927.10.15620,51.16841257050765,195.4069298952457,114.82675261885576,122.88477034649478,97.90491539081384,hypothetical protein,G1,0
Tb927.10.15640,281.718963165075,887.4488403819919,804.2291950886766,581.1732605729877,475.4433833560709,WD domain  G-beta repeat  putative,G1,0
Tb927.10.15650,156.16438356164386,326.57534246575335,272.8767123287672,233.97260273972603,156.16438356164386,Mitochondrial SSU ribosomal protein  putative,G1,0
Tb927.10.15660,441.27866574009727,369.7011813759555,293.60667129951355,356.84503127171644,259.90271021542736,hypothetical protein  conserved,<2C (LG1),0
Tb927.10.15670,136.18974751338945,324.02448355011484,235.65416985462886,205.0497322111706,148.04896710022953,hypothetical protein  conserved,G1,0
Tb927.10.15690,2190.9413854351687,511.54529307282417,337.47779751332155,325.9325044404974,366.7850799289521,anaphase promoting complex  subunit 10-like protein,<2C (LG1),0
Tb927.10.16530,0.0,26.785714285714285,17.857142857142858,37.627551020408156,1.2755102040816326,variant surface glycoprotein (VSG  pseudogene)  putative,G2M,0
Tb927.10.16540,474.5179063360882,96.41873278236916,86.08815426997246,46.143250688705244,138.4297520661157,variant surface glycoprotein (VSG  pseudogene)  putative,<2C (LG1),0
Tb927.10.16550,876.4916467780431,989.2601431980909,902.7446300715993,820.4057279236278,705.8472553699285,variant surface glycoprotein (VSG  pseudogene)  putative,G1,0
Tb927.11.1180,1303.2490974729242,600.1805054151623,450.36101083032486,327.6173285198556,316.7870036101083,cdc2-related kinase 6  putative,<2C (LG1),0
Tb927.11.1190,645.7478005865103,423.46041055718473,334.3108504398827,278.5923753665689,204.69208211143692,Ring finger domain/PHD-finger  putative,<2C (LG1),0
Tb927.11.1200,101.25260960334029,621.0855949895616,434.23799582463465,313.15240083507314,414.9269311064718,hypothetical protein  conserved,G1,0
Tb927.11.1210,421.6937354988399,750.0,595.1276102088168,737.2389791183293,979.1183294663573,Domain of unknown function (DUF4470)/Domain of unknown function (DUF4471)  putative,>4C (GG2M),0
Tb927.11.1220,183.78024852845002,486.265533028123,499.34597776324404,407.12884238064095,1086.0039241334207,hypothetical protein  conserved,>4C (GG2M),0
Tb927.11.1230,409.9139210448204,549.1243692490353,452.0629266844761,438.4090234490946,396.26001780943903,hypothetical protein  conserved,G1,0
Tb927.11.1240,367.9525222551928,638.7240356083087,511.8694362017804,379.82195845697333,443.62017804154294,hypothetical protein  conserved,G1,0
Tb927.11.1250,115.37016159338594,594.8891394212702,467.1176249530252,407.3656520105224,278.8425403983465,Mitochondrial SSU ribosomal protein  putative,G1,0
Tb927.11.1170,1513.6026380873864,1856.9661995053586,1504.9464138499584,1434.0478153338831,1182.1929101401486,hypothetical protein  conserved,G1,0
Tb927.11.1260,559.3259464450599,395.19852262234537,265.2354570637119,160.43397968605726,244.69067405355491,copper-transporting ATPase-like protein  putative,<2C (LG1),0
Tb927.11.1280,50.8259212198221,584.4980940279543,581.9567979669631,467.59847522236333,422.49047013977133,hypothetical protein  conserved,G1,0
Tb927.11.1290,970.6115965051628,794.2811755361397,555.2025416997618,424.9404289118348,262.9070691024623,hypothetical protein  conserved,<2C (LG1),0
Tb927.11.1300,0.0,337.10801393728224,262.1951219512195,288.32752613240416,478.2229965156795,UBA/TS-N domain containing protein  putative,>4C (GG2M),0
Tb927.11.1310,365.05460218408734,138.84555382215288,201.24804992199688,191.10764430577225,85.80343213728548,NADH-cytochrome b5 reductase  putative,<2C (LG1),0
Tb927.11.1320,532.0,686.6666666666666,690.6666666666665,444.0,373.33333333333326,NADH dehydrogenase [ubiquinone] iron-sulfur protein 7  mitochondrial,S,0
Tb11.NT.18,1663.7931034482758,965.5172413793103,754.3103448275862,676.7241379310344,564.655172413793,Noncoding RNA  putative,<2C (LG1),0
Tb927.11.1330,3563.0630630630626,2308.558558558558,1502.2522522522522,1765.7657657657658,1078.8288288288288,Stress responsive A/B Barrel Domain  putative,<2C (LG1),0
Tb927.11.1340,12.636273538156592,334.73736372646187,279.7324083250744,273.04261645193264,626.1149653121904,Flagella connector protein 1,>4C (GG2M),0
Tb927.11.1270,864.0674394099052,773.4457323498419,673.3403582718653,629.0832455216017,757.6396206533193,Mitochondrial ATP synthase subunit  putative,<2C (LG1),0
Tb927.11.1160,498.59234234234236,949.8873873873872,776.7454954954953,701.858108108108,475.50675675675683,Region in Clathrin and VPS  putative,G1,0
Tb927.11.1130,490.83895853423337,601.2536162005788,468.65959498553525,433.94406943105116,966.6706846673096,calpain-like cysteine peptidase  putative,>4C (GG2M),0
Tb927.11.1110,8.063289213448957,82.91495511942796,46.09767229575536,66.17982656321314,474.8212383995131,calpain  putative,>4C (GG2M),0
Tb927.11.890,431.5740308267165,600.887435777674,458.4306398879028,465.43671181690803,390.2382064455862,hypothetical protein  conserved,G1,0
Tb927.11.900,163.68903911154032,372.76677933365517,405.11830033800095,289.23225494929983,117.33462095605988,isocitrate dehydrogenase  putative,S,0
Tb927.11.910,229.84749455337692,669.9346405228757,551.19825708061,471.13289760348573,282.4074074074074,hypothetical protein  conserved,G1,0
Tb927.11.920,1041.6098226466574,697.1350613915416,343.11050477489766,289.22237380627564,487.0395634379264,hypothetical protein  conserved,<2C (LG1),0
Tb927.11.930,878.2582030052132,909.8436062557497,785.9552284575284,588.4697945415518,392.8242870285188,hypothetical protein  conserved,G1,0
Tb927.11.940,0.0,441.6027280477408,345.26854219948854,334.1858482523444,225.91645353793686,KREPB5,G1,0
Tb927.11.960,1949.1440080563946,1167.6737160120847,1023.1621349446124,812.6888217522659,402.31621349446124,ATPase  putative,<2C (LG1),0
Tb927.11.970,1288.3435582822085,1970.8588957055213,1444.7852760736193,1302.1472392638036,1202.4539877300613,hypothetical protein  conserved,G1,0
Tb927.11.980,153.12433354659842,130.51823416506718,133.50394540413734,101.9407123053956,411.60162081467263,Nucleoporin NUP158,>4C (GG2M),0
Tb927.11.990,36.11820503465889,185.69865012769063,211.23677489967164,145.20248084640642,244.07150674936156,autophagy protein APG9  putative,>4C (GG2M),0
Tb927.11.1000,0.0,137.5739644970414,102.07100591715977,71.00591715976331,238.16568047337282,kinetoplastid kinetochore protein 16,>4C (GG2M),0
Tb927.11.1010,51.841746248294676,460.4365620736698,306.95770804911325,245.56616643929058,222.37380627557982,chaperone protein DnaJ  putative,G1,0
Tb927.11.1020,126.8788682581786,408.93015030946077,274.97789566755085,280.28293545534933,253.315649867374,ribokinase  putative,G1,0
Tb927.11.1040,1352.2613065326636,758.2914572864322,830.1507537688443,623.6180904522613,614.572864321608,TFIIF-like transcription factor subunit 1,<2C (LG1),0
Tb927.11.1050,0.0,270.51926298157457,202.68006700167504,198.4924623115578,54.438860971524285,ribosome production factor 1  putative,G1,0
Tb927.11.1060,247.3426001635323,415.78086672117735,428.454619787408,319.7056418642682,235.07767784137368,Vasohibin  putative,S,0
Tb927.11.1070,9.445843828715363,605.4785894206549,450.5667506297229,353.27455919395464,250.0,glycosomal transporter (GAT3)  putative,G1,0
Tb927.11.1080,410.7442641298266,1087.2971460548406,1000.0,728.5954113038613,687.1852266368215,Nucleolar protein 60,G1,0
Tb927.11.1100,4.861744150714069,4.25402613187481,3.0385900941962927,9.419629292008507,8.811911273169251,cysteine peptidase  Clan CA  family C2  putative,G2M,0
Tb927.11.1350,6.475485661424608,631.8223866790008,363.55226641998155,349.6762257169288,441.2580943570768,calcium uniporter protein  mitochondrial,G1,0
Tb927.11.1360,12.586532410320956,357.1428571428572,346.4443045940843,283.1969792322215,280.99433606041543,zinc-finger of a C2HC-type  putative,G1,0
Tb927.11.1370,0.0,14.176663031624862,10.905125408942203,14.176663031624862,15.267175572519085,Dithiol glutaredoxin 1,>4C (GG2M),0
Tb927.11.1380,868.0678902703769,1130.7479771067692,871.422932701796,865.4035918689558,705.1509769094139,Right handed beta helix region/Periplasmic copper-binding protein (NosD)  putative,G1,0
Tb927.11.1620,446.93701466781715,766.1777394305435,470.23295944779983,354.6160483175151,445.2113891285591,hypothetical protein  conserved,G1,0
Tb927.11.1630,613.8538078836586,499.80864906238037,504.4010715652507,410.2564102564103,290.4707233065442,LSU ribosomal protein  mitochondrial  putative,<2C (LG1),0
Tb927.11.1640,1.1933174224343677,1218.9737470167065,869.3317422434368,695.1073985680191,633.6515513126492,Stumpy formation signalling pathway protein  putative,G1,0
Tb927.11.1650,1160.9302325581396,640.0,367.44186046511635,246.51162790697674,268.8372093023256,hypothetical protein  conserved,<2C (LG1),0
Tb927.11.1660,202.416918429003,362.9693569270608,220.112214069918,214.50151057401808,250.75528700906347,vesicular transport protein (CDC48 homologue)  putative,G1,0
Tb927.11.1670,1123.9731142643764,1159.8207617625094,1064.2270351008217,782.6736370425691,893.95070948469,cysteine desulfurase,G1,0
Tb927.11.1680,2128.654970760234,1196.2313190383366,971.7348927875244,843.0799220272905,803.4437946718649,vesicular-fusion protein SEC18  putative,<2C (LG1),0
Tb927.11.1690,987.2122762148337,609.9744245524297,539.6419437340154,411.7647058823529,309.462915601023,Emopamil binding protein  putative,<2C (LG1),0
Tb927.11.1700,1035.148514851485,1061.3861386138617,790.09900990099,617.3267326732672,494.55445544554453,hypothetical protein  conserved,G1,0
Tb927.11.1710,95.08547008547008,194.44444444444443,267.0940170940171,294.8717948717949,41.66666666666666,guide RNA-binding protein of 21 kDa,G2M,0
Tb927.11.1720,1837.130801687764,589.0295358649788,576.3713080168776,498.73417721518985,403.37552742616026,hypothetical protein  conserved,<2C (LG1),0
Tb927.11.1730,0.0,51.11821086261981,50.05324813631523,17.03940362087327,3.194888178913738,hypothetical protein,G1,0
Tb927.11.1740,39.31203931203931,154.44015444015443,150.57915057915056,203.5802035802036,514.5665145665146,intraflagellar transport protein 88,>4C (GG2M),0
Tb927.11.1750,0.8,508.0,501.6,320.8,283.2,hypothetical protein  conserved,G1,0
Tb927.11.1760,576.9059295586269,304.05706642888987,278.19884083816316,171.64511814534106,110.1203744984396,JmjC domain  hydroxylase  putative,<2C (LG1),0
Tb927.11.1770,0.0,953.1368102796673,974.3008314436887,727.8911564625852,384.7316704459562,hypothetical protein  conserved,S,0
Tb927.11.1780,723.9120262049602,858.6803930744034,584.4642021525502,530.1824988301356,320.54281703322414,protein phosphatase 2C  putative,G1,0
Tb927.11.1790,11.538461538461537,665.3846153846154,480.76923076923083,530.7692307692306,173.0769230769231,histone H1,G1,0
Tb927.11.1800,471.76684881602915,225.86520947176686,109.28961748633878,158.46994535519124,80.14571948998177,histone H1,<2C (LG1),0
Tb927.11.1610,617.6848874598071,373.63344051446944,330.54662379421217,278.1350482315113,398.0707395498392,Exocyst complex component Sec6  putative,<2C (LG1),0
Tb927.11.880,374.025974025974,570.1298701298701,397.40259740259734,409.09090909090907,216.88311688311688,cyclophilin a,G1,0
Tb927.11.1600,1636.194029850746,709.8880597014925,788.2462686567163,383.3955223880597,795.7089552238806,tatD related deoxyribonuclease  putative,<2C (LG1),0
Tb927.11.1580,711.1775904269786,642.6434593418547,439.48871362523806,391.0796845254283,350.55751971716074,hypothetical protein  conserved,<2C (LG1),0
Tb927.11.1390,529.2397660818714,842.1052631578948,662.280701754386,554.5808966861598,574.074074074074,class I transcription factor A  subunit 1,G1,0
Tb927.11.1400,1944.769568397952,1290.0512070226773,889.9049012435993,1000.7315288953914,762.9846378931967,hypothetical protein  conserved,<2C (LG1),0
Tb927.11.1410,98.57035364936044,218.20917983446202,237.02031602708809,243.7923250564334,258.84123401053427,class I transcription factor A  subunit 3,>4C (GG2M),0
Tb927.11.1420,369.2971639950678,488.59432799013564,299.9383477188656,272.1948212083847,142.1085080147965,hypothetical protein  conserved,G1,0
Tb927.11.1430,21.77154786758127,773.6355502535042,504.02624515359383,434.83447658813003,404.71219803161347,Component of motile flagella 2,G1,0
Tb927.11.1440,691.4119359534208,1123.72634643377,836.9723435225618,726.3464337700145,921.3973799126636,hypothetical protein  conserved,G1,0
Tb927.11.1450,282.1164021164021,216.71957671957676,94.3915343915344,118.94179894179895,78.94179894179895,2-oxoglutarate dehydrogenase E1 component  putative,<2C (LG1),0
Tb927.11.1460,672.3534558180228,584.2082239720035,430.4461942257218,400.6999125109362,346.01924759405074,phosphatidylinositol (3 5) kinase  putative,<2C (LG1),0
Tb927.11.1470,0.7032348804500703,750.351617440225,663.1504922644164,554.8523206751055,386.07594936708864,65 kDa invariant surface glycoprotein-like protein,G1,0
Tb927.11.1480,468.55028590649175,1090.8173562058528,868.6511940800539,771.9475277497478,689.7073662966701,receptor-type adenylate cyclase GRESAG 4  putative,G1,0
Tb927.11.1490,86.54262224145391,185.63392470791862,115.10168758113373,118.56339247079187,89.5716140199048,receptor-type adenylate cyclase GRESAG 4  putative (fragment),G1,0
Tb927.11.1500,644.9753648786836,785.4420377428653,623.408013386632,518.824951194571,560.6581760713954,leucine-rich repeat protein (LRRP)  putative  (fragment),G1,0
Tb927.11.1510,390.8300395256917,649.6442687747035,524.901185770751,424.0316205533597,494.8616600790514,leucine rich repeat protein  putative,G1,0
Tb927.11.1520,1000.0,1077.5510204081634,932.2448979591836,760.8163265306122,636.734693877551,expression site-associated gene 3 (ESAG3) protein  putative,G1,0
Tb927.11.1530,581.1565483696631,594.3073320122502,430.1927580616105,392.72203206629433,406.23311115114393,expression site-associated gene 3 (ESAG3) protein  putative,G1,0
Tb927.11.1540,1066.7527993109388,710.1636520241171,565.4608096468562,456.5030146425495,468.5615848406546,isovaleryl-CoA dehydrogenase,<2C (LG1),0
Tb927.11.1550,1360.0,1060.0,859.375,911.25,1120.0,XRN 5'-3' exonuclease N-terminus  putative,<2C (LG1),0
Tb927.11.1560,28.15768302493966,275.9452936444086,167.33708769106997,238.93805309734512,301.6894609814964,1 2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase  putative,>4C (GG2M),0
Tb927.11.1570,546.998420221169,632.3064770932068,458.53080568720384,386.650868878357,392.96998420221166,hypothetical protein  conserved,G1,0
Tb927.11.1590,699.1614255765201,25.157232704402517,115.30398322851154,40.88050314465409,278.82599580712787,hypothetical protein  conserved,<2C (LG1),0
Tb927.11.1820,482.7763496143959,453.9845758354755,449.3573264781491,329.5629820051413,282.7763496143959,translation initiation factor eIF2B delta subunit  putative,<2C (LG1),0
